Name,Tags
Super Dimensional Fortress Macross: Do You Remember Love,"Mecha, Romance, Sci Fi, Aliens, Love Triangle, Military, Outer Space, Space Opera, Transforming Mecha, War, Original Work, Explicit Violence,, Nudity"
Assassination Classroom Episode 0: Deai no Jikan,"Action, Comedy, Shounen, Aliens, Non-Human Protagonists, School Life, Based on a Manga"
Quanzhi Fashi,"Fantasy, Chinese Animation, Elemental Powers, Magic, School Life, Supernatural, Urban Fantasy, Based on a Web Novel"
A3! Season Autumn & Winter,"Drama, Acting, Boarding House, Debt, Showbiz, Based on a Mobile Game"
Haré+Guu,"Comedy, Shounen, Slice of Life, Forest, Gag, Jungle, Overpowered Main Characters, Parody, Based on a Manga"
The Fruit of Grisaia,"Drama, Ecchi, Romance, Boarding School, Panty Shots, Psychological, School Life, Based on an Eroge, Based on a Visual Novel, Animal Abuse,, Emotional Abuse,, Mature Themes,, Nudity,, Suicide"
Naruto Shippuden Movie 4: The Lost Tower,"Action, Shounen, Ninja, Time Travel, Based on a Manga"
"Kino's Journey -the Beautiful World- the Animated Series","Adventure, Fantasy, Sci Fi, Episodic, Guns, Motorcycles, Based on a Light Novel, Violence"
Hakuouki: Record of the Jade Blood,"Action, Drama, Reverse Harem, Feudal Japan, Historical, Samurai, Based on an Otome Game, Based on a Visual Novel"
Isekai Quartet,"Comedy, Fantasy, Chibi, Crossover, Parody, Person in a Strange World, School Life, Short Episodes, Summoned Into Another World"
House of Five Leaves,"Drama, Seinen, Slice of Life, Feudal Japan, Gangs, Historical, noitaminA, Samurai, Swordplay, Thieves, Based on a Manga, Violence"
Tenchi Muyo! Ryo-Ohki 3,"Comedy, Ecchi, Fantasy, Aliens, Non-Human Protagonists, Space Pirates, Original Work"
Shining Star,"Idols, Korean Animation, Music, Showbiz, CG Animation"
"Miss Kobayashi's Dragon Maid S Short Animation Series Specials","Comedy, Fantasy, Seinen, Slice of Life, Animal Characteristics, Cohabitation, Dragons, Maids, Monster Girls, Non-Human Protagonists, Reverse Isekai, Roommates, Short Episodes, Urban Fantasy, Based on a Manga"
Beryl and Sapphire,"Comedy, Chinese Animation, Episodic, Short Episodes, Based on a Manga"
Kindaichi Shounen no Jikenbo,"Mystery, Shounen, Detectives, Based on a Manga"
Chrome Shelled Regios,"Action, Sci Fi, Shounen, Insects, Military, Monsters, Post-apocalyptic, Psychic Powers, Superpowers, Based on a Light Novel"
Tenchi Muyo! Ryo Ohki: Final Confrontations,"Comedy, Ecchi, Fantasy, Aliens, Non-Human Protagonists, Space Pirates, Original Work"
Blood Blockade Battlefront,"Action, Comedy, Sci Fi, Shounen, Monster-of-the-week, Supernatural, Superpowers, Vampires, Based on a Manga"
Kageki Shoujo!!,"Drama, Shoujo, Acting, All-Girls School, Boarding School, School Life, Based on a Manga, Mature Themes,, Physical Abuse,, Sexual Abuse"
Slayers,"Adventure, Comedy, Fantasy, Magic, Medieval, Based on a Light Novel"
Vandread: The Second Stage,"Comedy, Mecha, Sci Fi, Aliens, Outer Space, Original Work"
Gundam Build Fighters,"Action, Mecha, Sci Fi, Proxy Battles, Tournaments"
Jang Geum Ieui Kkum,"Food and Beverage, Historical, Korean Animation"
A Certain Scientific Railgun OVA,"Action, Mystery, Sci Fi, Magic, Psychic Powers, Supernatural, Superpowers"
High School Fleet Movie,"Action, Military, Military School, Ocean, School Life, Ship, Original Work"
Bleach Movie 2: The DiamondDust Rebellion,"Action, Shounen, Shinigami, Supernatural, Swordplay, Based on a Manga, Violence"
Shugo Chara!! Doki,"Comedy, Fantasy, Magical Girl, Romance, Shoujo, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Based on a Manga"
Strawberry Marshmallow,"Comedy, Shounen, Slice of Life, Family Friendly, Iyashikei, Based on a Manga"
LMYK: 0 (zero) (English Version),"Adventure, Drama, Fantasy, Shounen, 19th Century, Europe, France, Non-Human Protagonists, Supernatural, Vampires, Based on a Manga"
A Certain Magical Index,"Action, Sci Fi, Magic, Supernatural, Superpowers, Based on a Light Novel, Explicit Violence"
Darker than Black: Beneath Cherry Blossoms in Full Bloom...,"Action, Sci Fi, Superpowers, Original Work"
Remake our Life!,"Comedy, Romance, Adult Couples, College, Mature Romance, School Life, Time Travel, Video Game Industry, Based on a Light Novel"
Charlotte Special,"School Life, Supernatural, Superpowers, Original Work"
Towanoquon Movie 3: The Complicity of Dreams,"Sci Fi, Supernatural, Superpowers, Original Work"
Against the Gods,"Action, Adventure, Fantasy, Chinese Animation, Cultivation, Martial Arts, Person in a Strange World, Reincarnation, Short Episodes, Weak to Strong, Xianxia, Based on a Web Novel"
Minami-ke Betsubara,"Comedy, Seinen, Slice of Life, Gag, Siblings, Valentine's Day, Based on a Manga"
"Wolf's Rain","Adventure, Fantasy, Mystery, Animal Protagonists, Dystopia, Non-Human Protagonists, Post-apocalyptic, Original Work, Violence"
Saint Seiya: The Hades Chapter - Elysion,"Action, Adventure, Fantasy, Sci Fi, Shounen, Hand to Hand Combat, Power Suits, Superpowers, Violence"
REBORN! Special,"Adventure, Comedy, Shounen, Gangs, Mafia, Supernatural, Superpowers, Based on a Manga"
Initial D Battle Stage,"Drama, Seinen, Sports, Cars, Racing, Based on a Manga"
Seraph of the End: The Beginning of the End,"Action, Horror, Shounen, Demons, Pandemic, Post-apocalyptic, Recap, Supernatural, Vampires, Based on a Manga, Violence"
"Danganronpa 3: The End of Hope's Peak Academy- Future Arc","Mystery, High Stakes Games, Play or Die, Psychological, Based on a Video Game, Violence"
Persona 4 the Animation: The Factor of Hope,"Mystery, Recap, Supernatural, Based on a Video Game"
Digimon Adventure Tri. Movie 4: Loss,"Action, Drama, Sci Fi, Monsters, Person in a Strange World"
Space Brothers #0,"Drama, Sci Fi, Seinen, Astronauts, Outer Space, Work Life, Based on a Manga"
Linkin Park: Breaking the Habit,"Melancholy, Music, Psychological, Urban Fantasy"
Kabaneri of the Iron Fortress,"Action, Drama, Fantasy, Horror, Apocalypse, Dark Fantasy, Guns, Isolated Society, noitaminA, Outside World, Pandemic, Steampunk, Trains, Zombies, Original Work, Animal Abuse,, Explicit Violence,, Mature Themes"
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,"Idols, Music, Showbiz"
Devilman: Crybaby,"Action, Horror, Demons, Lifestyle Change, Supernatural, Based on a Manga, Animal Abuse,, Drug Use,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse"
Detective Conan OVA 11: A Secret Order from London,"Mystery, Shounen, Age Transformation, Detectives, Europe, Based on a Manga"
Code Geass: Akito the Exiled,"Action, Mecha, Sci Fi, Europe, Political, Real Robot, War, Original Work, Nudity,, Violence"
Detective Conan OVA 6: Follow the Vanished Diamond! Conan and Heiji vs Kid!,"Mystery, Shounen, Age Transformation, Blackmail, Detectives, Thieves, Based on a Manga"
Nisekoi OVA,"Comedy, Ecchi, Harem, Romance, Shounen, Fake Romance, Tsundere, Based on a Manga"
Lupin III: Part VI,"Action, Comedy, Criminals, Thieves, Based on a Manga"
Squid Girl 2,"Comedy, Shounen, Slice of Life, Iyashikei, Non-Human Protagonists, Ocean, Based on a Manga"
"Dragon Ball Z Movie 15: Resurrection 'F'","Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
The Helpful Fox Senko-san,"Comedy, Fantasy, Romance, Seinen, Slice of Life, Animal Characteristics, Contemporary Fantasy, Interspecies Relationship, Iyashikei, Non-Human Protagonists, Salaryman, Youkai, Based on a Manga"
Mitsudomoe Special,"Comedy, Shounen, Slice of Life, School Life, Siblings, Based on a Manga"
Dororo,"Action, Adventure, Shounen, Black and White, Curse, Deal with the Devil, Demons, Feudal Japan, Historical, Supernatural, World Masterpiece Theater, Based on a Manga, Violence"
The Prince of Tennis: A Day on Survival Mountain,"Comedy, Shounen, Sports, Tennis, Based on a Manga"
Lady Jewelpet,"Magical Girl, Henshin Heroes, Magic, Sanrio Characters"
InuYasha The Movie 2: The Castle Beyond the Looking Glass,"Fantasy, Shounen, Animal Characteristics, Demons, Feudal Japan, Non-Human Protagonists, Person in a Strange World, Based on a Manga"
"Twittering Birds Never Fly: Don't Stay Gold","BL, Drama, Romance, Yaoi, Adult Couples, Doctors, Fetish, Gangs, Mature Romance, Yakuza, Based on a Manga, Explicit Sex,, Violence"
Fullmetal Alchemist: Brotherhood: 4-Koma Theater,"Comedy, Shounen, Gag, Picture Drama, Siblings, Based on a Manga"
Kakegurui,"Shounen, Gambling, High Stakes Games, Mind Games, Psychological, School Life, Based on a Manga, Bullying,, Emotional Abuse,, Mature Themes,, Physical Abuse"
Macross Plus Movie Edition,"Drama, Mecha, Romance, Sci Fi, Aliens, Aviation, Idols, Love Triangle, Military, Music, Real Robot, Transforming Mecha, Original Work, Nudity,, Violence"
Pokemon Evolutions,"Adventure, Fantasy, Family Friendly, Monsters, Proxy Battles, Short Episodes, Based on a Video Game"
Ranma 1/2 Super,"Comedy, Romance, Shounen, Martial Arts, Based on a Manga"
The Great Passage,"Drama, Coworkers, Editors, noitaminA, Work Life, Based on a Novel"
"Kuroko's Basketball 2: NG-shuu","Comedy, Shounen, Sports, Basketball"
The Place Promised in Our Early Days,"Drama, Romance, Sci Fi, Childhood Promise, Original Work"
Osomatsu-san (2017),"Comedy, Shorts, Based on a Manga"
Ling Long: Incarnation Zhong Zhang,"Action, Drama, Horror, Sci Fi, Chinese Animation, Thriller, CG Animation, Original Work"
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga"
Himouto! Umaru-chan OVA,"Comedy, Seinen, Slice of Life, Chibi, Otaku Culture, Siblings, Based on a Manga"
Super Secret,"Comedy, Drama, Fantasy, Romance, Korean Animation, Non-Human Protagonists, Short Episodes, Werewolves, Based on a Webtoon"
Garo Movie: Divine Flame,"Action, Fantasy, Dark Fantasy, Demons, Magic, Medieval, Power Suits, Superheroes, Supernatural, Based on a TV Series, Explicit Violence,, Nudity"
Utawarerumono,"Action, Fantasy, Seinen, Animal Characteristics, Rebellions, Swordplay, War, Based on an Eroge, Based on a Visual Novel, Violence"
Aldnoah.Zero,"Action, Mecha, Sci Fi, Conspiracy, Military, Political, Real Robot, War, Original Work"
Shouxi Yu Ling Shi 2nd Season,"Action, Chinese Animation, Short Episodes, CG Animation"
Uma Musume: Pretty Derby Season 2,"Comedy, Drama, Sports, All-Girls School, Animal Characteristics, Anthropomorphic, Boarding School, Lifestyle Change, Non-Human Protagonists, Racing, School Life, Based on a Mobile Game"
Houkago no Ouji-sama,"Shounen, Sports, Tennis, Based on a Manga, Flash Animation"
Dragon Ball Z Special 2: The History of Trunks,"Action, Shounen, Androids, Martial Arts, Non-Human Protagonists, Robots, Superpowers, Based on a Manga"
"Heaven's Memo Pad","Drama, Mystery, Detectives, Gangs, NEET, Noir, Yakuza, Based on a Light Novel, Drug Use,, Mature Themes,, Suicide"
Wo Zai Hougong Dang Ju Ju,"Drama, Chinese Animation, Short Episodes, Based on a Manga"
Koyomimonogatari,"Comedy, Ecchi, Mystery, Episodic, Supernatural, Based on a Light Novel, Violence"
Wise Man’s Grandchild,"Action, Adventure, Fantasy, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, Reincarnation, Based on a Light Novel, Violence"
Black Jack Final,"Drama, Shounen, Doctors, Kidnapping, Medical, Based on a Manga, Nudity,, Violence"
Amagi Brilliant Park,"Comedy, Drama, Fantasy, Shounen, Amusement Park, Contemporary Fantasy, Coworkers, Magic, Management, Work Life, Based on a Light Novel"
The Familiar of Zero,"Comedy, Fantasy, Isekai, Magic, Magic School, Master-Servant Relationship, Person in a Strange World, School Life, Summoned Into Another World, Tsundere, Based on a Light Novel"
My Bride is a Mermaid,"Comedy, Romance, Shounen, Arranged Marriage, Gangs, Interspecies Relationship, Mermaids, School Life, Slapstick, Sudden Girlfriend Appearance, Yakuza, Based on a Manga"
Slam Dunk Movie 4,"Action, Comedy, Drama, Shounen, Sports, Basketball, School Club, School Life, Based on a Manga"
Salaryman Kintaro,"Comedy, Drama, Seinen, Coworkers, Salaryman, Work Life, Based on a Manga"
One Piece Movie 9: Episode of Chopper - The Miracle Winter Cherry Blossom,"Action, Adventure, Comedy, Shounen, Island, Pirates, Based on a Manga, Violence"
Hell Girl: Three Vessels,"Horror, Body Sharing, Deal with the Devil, Episodic, Melancholy, Supernatural, Youkai, Original Work, Bullying,, Emotional Abuse"
Uta no Prince-sama: Maji Love 2000% Special,Idols
Time Jam: Valerian & Laureline,"Action, Adventure, Sci Fi, Outer Space, Time Travel"
Hetalia: The World Twinkle Specials,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Based on a Manga"
Valkyria Chronicles,"Action, Europe, Military, War, Based on a Video Game"
Bleach Movie 1: Memories of Nobody,"Action, Shounen, Shinigami, Supernatural, Swordplay, Based on a Manga, Violence"
Sailor Moon Sailor Stars,"Fantasy, Magical Girl, Shoujo, Contemporary Fantasy, Elemental Powers, Henshin Heroes, Magic, Sentai, Tokusatsu, Urban Fantasy, Based on a Manga"
Ranma 1/2 Special,"Comedy, Shounen, Martial Arts, Based on a Manga"
"Arifureta: From Commonplace to World's Strongest","Action, Adventure, Fantasy, Harem, Seinen, Dark Fantasy, Dungeon, Guns, Isekai, Magic, Overpowered Main Characters, Person in a Strange World, RPG, Summoned Into Another World, Based on a Light Novel, Violence"
Macross Frontier Deculture Edition,"Sci Fi, Aliens, Idols"
Toradora! The True Meaning of Bento,"Comedy, Shounen, School Life, Based on a Light Novel"
Date a Live III,"Action, Drama, Ecchi, Harem, Romance, Sci Fi, Based on a Light Novel, Violence"
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci Fi, Seinen, Ocean, Ship, Based on a Manga"
Mahou Sensei Negima! ~Mou Hitotsu no Sekai~,"Shounen, Magic, Based on a Manga"
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,"Mystery, Shounen, Age Transformation, Detectives, Based on a Manga"
The Garden of Sinners: Recalled Out Summer - Extra Chorus,"Drama, Based on a Light Novel, Mature Themes,, Suicide"
"Angel Beats! Hell's Kitchen","Action, Comedy, Afterlife, Supernatural, Original Work"
Himouto! Umaru-chan R,"Comedy, Seinen, Slice of Life, Chibi, Gag, Otaku Culture, School Life, Siblings, Based on a Manga"
The Eccentric Family,"Comedy, Drama, Fantasy, Slice of Life, Animal Transformation, Contemporary Fantasy, Family Life, Japanese Mythology, Non-Human Protagonists, Urban Fantasy, Youkai, Based on a Novel"
Is this a Zombie?,"Comedy, Ecchi, Fantasy, Magical Girl, Contemporary Fantasy, Crossdressing, Henshin Heroes, Magic, Panty Shots, Parody, School Life, Urban Fantasy, Zombies, Based on a Light Novel, Violence"
Oreimo Specials,"Comedy, Otaku Culture, Siblings, Based on a Light Novel"
Hanasakeru Seishounen,"Drama, Reverse Harem, Romance, Shoujo, Political, Based on a Manga"
League of Legends: Kin of the Stained Blade,"Action, Drama, Fantasy, Chinese Animation, Shorts, Swordplay, Based on a Video Game, CG Animation"
Ranma 1/2,"Comedy, Harem, Romance, Shounen, Animal Transformation, Arranged Marriage, Cohabitation, Curse, Gender Bender, Martial Arts, Romantic Comedy, Tsundere, Based on a Manga, Nudity"
Hello World,"Drama, Romance, Sci Fi, CG Animation, Original Work"
Angel Beats! Another Epilogue,"Drama, Afterlife, School Life, Supernatural, Original Work"
My Teen Romantic Comedy SNAFU OVA,"Comedy, Seinen, School Club, School Life, Based on a Light Novel"
Ace of the Diamond OVA,"Shounen, Sports, Baseball, Based on a Manga"
Macross Zero,"Action, Mecha, Romance, Sci Fi, Aviation, Island, Military, Real Robot, Transforming Mecha, Original Work, Nudity"
Ajin Movie 1: Shoudou,"Horror, Seinen, Human Experimentation, Recap, Supernatural, Based on a Manga, CG Animation, Mature Themes,, Suicide"
takt op.Destiny,"Action, Music, Original Work, Violence"
When They Cry: Rei,"Horror, Psychological, Based on a Visual Novel, Violence"
Crest of the Stars,"Sci Fi, Nobility, Outer Space, Space Opera, War, Based on a Novel"
Jewelpet Twinkle Special,"Fantasy, Shoujo, Family Friendly, Sanrio Characters"
Date A Bullet: Dead or Bullet,"Action, Battle Royale, High Stakes Games, Person in a Strange World, Play or Die, PVP, Supernatural, Based on a Light Novel"
City Hunter Movie: Shinjuku Private Eyes,"Action, Comedy, Sci Fi, Shounen, Guns, Based on a Manga"
Maria Watches Over Us Season 2,"Drama, GL, Shoujo-ai, LGBT Themes, School Life, Based on a Light Novel"
"Tales of Symphonia the Animation: Tethe'alla Episode","Action, Adventure, Fantasy, Magic, Swordplay, Based on a Video Game"
Persona 4 the Animation: No One is Alone,"Action, Fantasy, Contemporary Fantasy, Based on a Video Game"
Prince of Tennis: Best Games!!,"Shounen, Sports, Tennis, Based on a Manga"
Smile Down the Runway,"Shounen, Animeism, Fashion, School Life, Based on a Manga"
Sailor Moon S,"Comedy, Fantasy, Magical Girl, Romance, Shoujo, Contemporary Fantasy, Elemental Powers, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Tokusatsu, Urban Fantasy, Based on a Manga"
Is the Order a Rabbit? Bloom,"Comedy, Seinen, Slice of Life, Cafe, Coworkers, Iyashikei, Rabbits, Work Life, Based on a 4-Koma Manga, Based on a Manga"
Kakegurui XX,"Shounen, Gambling, High Stakes Games, Mind Games, Psychological, School Life, Based on a Manga"
"Love, Chunibyo & Other Delusions! Heart Throb: The Rikka Wars","Comedy, Romance, Based on a Light Novel"
Tonari no Seki-kun: The Master of Killing Time,"Comedy, Seinen, Gag, School Life, Short Episodes, Based on a Manga"
"Mobile Suit Gundam: Char's Counterattack","Mecha, Sci Fi, Real Robot, Rivalries, Based on a Novel"
Toward the Terra TV,"Action, Drama, Sci Fi, Shounen, Dystopia, Outer Space, Psychic Powers, Superpowers, Based on a Manga"
Ze Tian Ji 2nd Season,"Action, Fantasy, Chinese Animation, Cultivation, Tournaments, Based on a Web Novel"
Penguin Highway,"Fantasy, Mystery, Sci Fi, Birds, Family Friendly, Penguins, Based on a Novel"
Blue Exorcist OVA,"Action, Fantasy, Contemporary Fantasy, Demons, Monsters, Supernatural, Urban Fantasy, Based on a Manga"
Meng Qi Shi Shen 2nd Season,"Comedy, Drama, Romance, Ancient China, Chinese Animation, Cooking, Food and Beverage, Historical, Person in a Strange World, Based on a Web Novel"
Dragon Ball Z Special 1: Bardock - The Father of Goku,"Action, Shounen, Aliens, Hand to Hand Combat, Martial Arts, Non-Human Protagonists, Superpowers, Based on a Manga"
Wan Jie Shenzhu 3rd Season,"Fantasy, Chinese Animation, CG Animation"
The Faraway Paladin,"Action, Adventure, Fantasy, Isekai, Medieval, Person in a Strange World, Reincarnation, Based on a Light Novel"
Les Miserables: Shoujo Cosette,"Drama, 19th Century, Europe, France, Historical, Social Gap, World Masterpiece Theater, Based on a Novel"
"History's Strongest Disciple Kenichi OVA Specials","Comedy, Shounen, Martial Arts, Weak to Strong, Based on a Manga"
Wan Jie Shenzhu 2nd Season,"Fantasy, Chinese Animation, Short Episodes, CG Animation"
ChibiReve,"Comedy, Shounen, Chibi, Delinquents, Gangs, Short Episodes, Based on a Manga"
Ojii-san no Lamp,"Drama, Slice of Life, Anime Tamago, Countryside, Historical, Orphans, Shorts, Original Work"
Kiratto Pri-chan 2nd Season,"Family Friendly, Fashion, Idols, Music, Showbiz, Based on a Video Game"
Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete,"Fantasy, Magical Girl, Henshin Heroes, Magic"
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin II,"Action, Adventure, Ancient China, Chinese Animation, Historical, Martial Arts, Based on a Video Game, CG Animation"
Motto To Love Ru,"Comedy, Ecchi, Harem, Romance, Sci Fi, Shounen, Slice of Life, Aliens, Cohabitation, Interspecies Relationship, Love Triangle, Non-Human Protagonists, Panty Shots, Royalty, School Life, Based on a Manga, Nudity"
We Never Learn OVA,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life, Romantic Comedy, Tutors, Based on a Manga"
Hetalia: The World Twinkle,"Comedy, Anthropomorphic, Chibi, Gag, Historical, Parody, Political, Satire, Short Episodes, Based on a Manga"
Akagi,"Seinen, Board Games, Gambling, Gangs, High Stakes Games, Historical, Mahjong, Mind Games, Overpowered Main Characters, Psychological, Thriller, Yakuza, Based on a Manga, Violence"
"Kino's Journey: Tower Country","Adventure, Drama, Fantasy, Shorts"
Detective Conan Movie 09: Promo Special,"Mystery, Shounen, Police"
Comedy,"Action, Europe, Shorts, Supernatural, Swordplay, Vampires"
Love Live! Sunshine!! 2nd Season,"All-Girls School, Idols, Music, School Club, School Life"
Melancholy of Haruhi-chan Suzumiya,"Comedy, Shounen, Chibi, Parody, School Life, Short Episodes"
The Ambition of Oda Nobuna,"Action, Feudal Japan, Historical, Person in a Strange World, Rebellions, Time Travel, War, Based on a Light Novel"
Trinity Seven Movie: Eternal Library & Alchemic Girl,"Action, Ecchi, Fantasy, Harem, Shounen, Magic, Magic School, Based on a Manga"
Beyblade Burst Dynamite Battle,Proxy Battles
Naruto Shippuden Movie 3: The Will of Fire,"Action, Shounen, Ninja, Based on a Manga"
ItaKiss,"Comedy, Drama, Romance, Shoujo, Cohabitation, Opposites Attract, Based on a Manga"
Chang’an Huan Jie,"Fantasy, Chinese Animation, CG Animation"
Detective Academy Q,"Mystery, Shounen, Crime, Detectives, Based on a Manga"
Ah! My Goddess: Fighting Wings,"Fantasy, Seinen, Gods, Magic, Non-Human Protagonists, Based on a Manga"
Rent-A-Girlfriend,"Comedy, Drama, Ecchi, Harem, Romance, Shounen, Adult Couples, College, Fake Romance, Mature Romance, Neighbors, School Life, Based on a Manga, Sexual Content"
Over Drive,"Action, Comedy, Shounen, Sports, Cycling, Racing, Based on a Manga"
One Piece Movie 5: The Curse of the Sacred Sword,"Adventure, Shounen, Island, Pirates, Swordplay, Based on a Manga, Violence"
Free! Movie: The Final Stroke - Zenpen,"Sports, School Club, Swimming, Based on a Light Novel"
Place to Place: Place=Princess,"Comedy, Seinen, Slice of Life, School Life, Based on a 4-Koma Manga, Based on a Manga"
Tales of Zestiria: The X (2017),"Action, Adventure, Fantasy, Based on a Video Game"
"The Girl From the Other Side: Siuil, a Run OVA","Fantasy, Mystery, Childcare, Curse, Melancholy, No Dialogue, Non-Human Protagonists, Shorts, Supernatural, Based on a Manga"
Ghost Stories,"Demons, Episodic, Japanese Mythology, Monster-of-the-week, School Life, Supernatural, Youkai, Original Work"
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 2 - Tamashii,"Action, Drama, Fantasy, Magical Girl, Henshin Heroes, Magic, Based on a Light Novel"
Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,"Comedy, Seinen, Slice of Life, Based on a Manga"
Uta no Prince-sama: Maji Love 2000%,"Reverse Harem, Shoujo, Music, Music School, School Life, Based on an Otome Game, Based on a Visual Novel"
Macross Plus,"Drama, Mecha, Romance, Sci Fi, Aliens, Aviation, Idols, Love Triangle, Military, Music, Real Robot, Transforming Mecha, Original Work, Nudity,, Violence"
Lupin III Special 28: Prison of the Past,"Action, Comedy, Seinen, Criminals, Thieves, Based on a Manga, Violence"
"Mary and the Witch's Flower","Adventure, Fantasy, Contemporary Fantasy, England, Europe, Family Friendly, Magic, Magic School, Witches, Based on a Novel"
Recovery of an MMO Junkie Special,"Fantasy, Adult Couples, Mature Romance, NEET, Romantic Comedy, RPG, Based on a Webtoon"
The Idaten Deities Know Only Peace,"Action, Fantasy, Demons, Gods, noitaminA, Supernatural, Based on a Manga, Mature Themes,, Physical Abuse,, Sexual Abuse,, Violence"
Handa-kun,"Comedy, Shounen, Gag, School Life, Based on a Manga"
Detective Conan Magic File 3: Shinichi and Ran: Memories of Mahjong Tiles and Tanabata,"Shounen, Age Transformation, Board Games, Detectives, Mahjong, Based on a Manga"
Rurouni Kenshin: New Kyoto Arc,"Action, 19th Century, Feudal Japan, Samurai, Swordplay, Based on a Manga"
Fullmetal Alchemist: The Sacred Star of Milos,"Action, Fantasy, Shounen, Military, Siblings, Based on a Manga"
Kaleido Star: New Wings ~Extra Stage~,"America, Circus, Family Friendly, Gymnastics, Showbiz, Original Work"
"Kuroko's Basketball 3: NG-shuu","Comedy, Shounen, Sports, Basketball"
5 Centimeters per Second,"Drama, Romance, Childhood Friends, Trains, Unrequited Love, Original Work"
PriPara Movie: Minna de Kagayake! Kirarin☆Star Live!,"Idols, Music"
"Dragon Nest: Warriors' Dawn","Action, Adventure, Fantasy, Chinese Animation, Dragons, Elves, Non-Human Protagonists, Based on a Video Game"
Future Diary: Redial,"Drama, Romance, Shounen, Psychological, Supernatural, Based on a Manga"
Highschool of the Dead,"Action, Ecchi, Horror, Shounen, Apocalypse, Pandemic, Panty Shots, Survival, Zombies, Based on a Manga, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse,, Suicide"
Ajin Movie 3: Shougeki,"Horror, Seinen, Human Experimentation, Supernatural, Based on a Manga, Mature Themes,, Suicide"
Non Non Biyori: Okinawa e Ikukoto ni Natta,"Comedy, Seinen, Slice of Life, Countryside, Based on a Manga"
Pokemon Movie 23: Secrets of the Jungle,"Adventure, Fantasy, Elemental Powers, Family Friendly, Forest, Jungle, Monsters, Proxy Battles, Based on a Video Game"
Romeo x Juliet,"Drama, Fantasy, Romance, Based on a Play, Star-Crossed Lovers"
Ling Long: Incarnation Special,"Action, Drama, Horror, Sci Fi, Chinese Animation, Thriller, CG Animation, Original Work"
Aggretsuko 4,"Comedy, Drama, Animal Protagonists, Anthropomorphic, Coworkers, Non-Human Protagonists, Sanrio Characters, Work Life, Original Work"
Moonlight Mile 2nd Season - Touch down,"Drama, Sci Fi, Seinen, Astronauts, Outer Space, Based on a Manga"
Mayo Chiki!,"Comedy, Ecchi, Romance, Seinen, Crossdressing, Gynophobia, School Life, Based on a Light Novel"
White Album 2,"Drama, Romance, Love Triangle, Music, School Club, School Life, Based on an Eroge, Based on a Visual Novel"
Sgt. Frog,"Comedy, Sci Fi, Shounen, Aliens, Frogs, Gag, Non-Human Protagonists, Based on a Manga"
Mu Wang Zhi Wang: Xuan Guan Si,"Action, Chinese Animation, Historical"
Giant Robo,"Action, Mecha, Sci Fi, Shounen, Super Robot, Based on a Manga"
"Doraemon Movie 38: Nobita's Treasure Island","Adventure, Comedy, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Ocean, Pirates, Robots"
The Prince of Tennis: A Gift from Atobe,"Comedy, Shounen, Sports, Tennis, Based on a Manga"
Doraemon (2005),"Adventure, Comedy, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga"
Tokyo Ghoul: Jack,"Action, Horror, Supernatural, Based on a Manga, Cannibalism,, Explicit Violence"
Big Fish & Begonia,"Adventure, Drama, Fantasy, Romance, Animal Transformation, Chinese Animation, Magic, Non-Human Protagonists, Ocean, Animal Abuse,, Mature Themes,, Nudity"
Date a Live Movie: Mayuri Judgement,"Action, Harem, Romance, Sci Fi, Based on a Light Novel"
ACCA: 13-Territory Inspection Dept.,"Drama, Mystery, Seinen, Conspiracy, Military, Police, Political, Based on a Manga"
Squid Girl OVA,"Comedy, Shounen, Slice of Life, Iyashikei, Ocean, Based on a Manga"
Doraemon Movie 37: Nobita no Nankyoku Kachi Kochi Daibouken,"Adventure, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Based on a Manga"
Obey Me! Devildom Family Trip!,"Comedy, Fantasy, Demons, Shorts, Based on a Mobile Game, Based on an Otome Game"
Un-Go: Chapter of Inga,"Mystery, Detectives, Noir, Supernatural, Based on a Novel"
